   x    v    u    error 
     0.06059      0.39385      0.39385     -7.07378 
     0.06069      0.39429      0.39429     -7.07378 
     0.06079      0.39474      0.39474     -7.07377 
     0.06089      0.39518      0.39518     -7.07377 
     0.06099      0.39562      0.39562     -7.07377 
     0.06109      0.39607      0.39607     -7.07377 
     0.06119      0.39651      0.39651     -7.07376 
     0.06129      0.39695      0.39695     -7.07376 
     0.06139      0.39739      0.39739     -7.07376 
     0.06149      0.39783      0.39783     -7.07376 
     0.06159      0.39828      0.39828     -7.07375 
     0.06169      0.39871      0.39871     -7.07375 
     0.06179      0.39915      0.39915     -7.07375 
     0.06189      0.39959      0.39959     -7.07374 
     0.06199      0.40003      0.40003     -7.07374 
     0.06209      0.40047      0.40047     -7.07374 
     0.06219      0.40091      0.40091     -7.07374 
     0.06229      0.40134      0.40134     -7.07373 
     0.06239      0.40178      0.40178     -7.07373 
     0.06249      0.40221      0.40221     -7.07373 
     0.06259      0.40265      0.40265     -7.07372 
     0.06269      0.40308      0.40308     -7.07372 
     0.06279      0.40352      0.40352     -7.07372 
     0.06289      0.40395      0.40395     -7.07372 
     0.06299      0.40438      0.40438     -7.07371 
     0.06309      0.40482      0.40482     -7.07371 
     0.06319      0.40525      0.40525     -7.07371 
     0.06329      0.40568      0.40568     -7.07370 
     0.06339      0.40611      0.40611     -7.07370 
     0.06349      0.40654      0.40654     -7.07370 
     0.06359      0.40697      0.40697     -7.07370 
     0.06369      0.40740      0.40740     -7.07369 
     0.06379      0.40783      0.40783     -7.07369 
     0.06389      0.40826      0.40826     -7.07369 
     0.06399      0.40868      0.40868     -7.07368 
     0.06409      0.40911      0.40911     -7.07368 
     0.06419      0.40954      0.40954     -7.07368 
     0.06429      0.40996      0.40996     -7.07368 
     0.06439      0.41039      0.41039     -7.07367 
     0.06449      0.41081      0.41081     -7.07367 
     0.06459      0.41124      0.41124     -7.07367 
     0.06469      0.41166      0.41166     -7.07366 
     0.06479      0.41208      0.41208     -7.07366 
     0.06489      0.41251      0.41251     -7.07366 
     0.06499      0.41293      0.41293     -7.07366 
     0.06509      0.41335      0.41335     -7.07365 
     0.06519      0.41377      0.41377     -7.07365 
     0.06529      0.41419      0.41419     -7.07365 
     0.06539      0.41461      0.41461     -7.07364 
     0.06549      0.41503      0.41503     -7.07364 
     0.06559      0.41545      0.41545     -7.07364 
     0.06569      0.41587      0.41587     -7.07364 
     0.06579      0.41629      0.41629     -7.07363 
     0.06589      0.41671      0.41671     -7.07363 
     0.06599      0.41712      0.41712     -7.07363 
     0.06609      0.41754      0.41754     -7.07362 
     0.06619      0.41796      0.41796     -7.07362 
     0.06629      0.41837      0.41837     -7.07362 
     0.06639      0.41879      0.41879     -7.07361 
     0.06649      0.41920      0.41920     -7.07361 
     0.06659      0.41962      0.41962     -7.07361 
     0.06669      0.42003      0.42003     -7.07361 
     0.06679      0.42044      0.42044     -7.07360 
     0.06689      0.42085      0.42085     -7.07360 
     0.06699      0.42127      0.42127     -7.07360 
     0.06709      0.42168      0.42168     -7.07359 
     0.06719      0.42209      0.42209     -7.07359 
     0.06729      0.42250      0.42250     -7.07359 
     0.06739      0.42291      0.42291     -7.07359 
     0.06749      0.42332      0.42332     -7.07358 
     0.06759      0.42373      0.42373     -7.07358 
     0.06769      0.42414      0.42414     -7.07358 
     0.06779      0.42454      0.42454     -7.07357 
     0.06789      0.42495      0.42495     -7.07357 
     0.06799      0.42536      0.42536     -7.07357 
     0.06809      0.42576      0.42576     -7.07357 
     0.06819      0.42617      0.42617     -7.07356 
     0.06829      0.42658      0.42658     -7.07356 
     0.06839      0.42698      0.42698     -7.07356 
     0.06849      0.42739      0.42739     -7.07355 
     0.06859      0.42779      0.42779     -7.07355 
     0.06869      0.42819      0.42819     -7.07355 
     0.06879      0.42860      0.42860     -7.07355 
     0.06889      0.42900      0.42900     -7.07354 
     0.06899      0.42940      0.42940     -7.07354 
     0.06909      0.42980      0.42980     -7.07354 
     0.06919      0.43020      0.43020     -7.07353 
     0.06929      0.43060      0.43060     -7.07353 
     0.06939      0.43100      0.43100     -7.07353 
     0.06949      0.43140      0.43140     -7.07352 
     0.06959      0.43180      0.43180     -7.07352 
     0.06969      0.43220      0.43220     -7.07352 
     0.06979      0.43260      0.43260     -7.07352 
     0.06989      0.43299      0.43299     -7.07351 
     0.06999      0.43339      0.43339     -7.07351 
     0.07009      0.43379      0.43379     -7.07351 
     0.07019      0.43418      0.43418     -7.07350 
     0.07029      0.43458      0.43458     -7.07350 
     0.07039      0.43497      0.43497     -7.07350 
     0.07049      0.43537      0.43537     -7.07350 
     0.07059      0.43576      0.43576     -7.07349 
     0.07069      0.43615      0.43615     -7.07349 
     0.07079      0.43655      0.43655     -7.07349 
     0.07089      0.43694      0.43694     -7.07348 
     0.07099      0.43733      0.43733     -7.07348 
     0.07109      0.43772      0.43772     -7.07348 
     0.07119      0.43811      0.43811     -7.07347 
     0.07129      0.43850      0.43850     -7.07347 
     0.07139      0.43889      0.43889     -7.07347 
     0.07149      0.43928      0.43928     -7.07347 
     0.07159      0.43967      0.43967     -7.07346 
     0.07169      0.44006      0.44006     -7.07346 
     0.07179      0.44045      0.44045     -7.07346 
     0.07189      0.44084      0.44084     -7.07345 
     0.07199      0.44122      0.44122     -7.07345 
     0.07209      0.44161      0.44161     -7.07345 
     0.07219      0.44200      0.44200     -7.07345 
     0.07229      0.44238      0.44238     -7.07344 
     0.07239      0.44277      0.44277     -7.07344 
     0.07249      0.44315      0.44315     -7.07344 
     0.07259      0.44353      0.44353     -7.07343 
     0.07269      0.44392      0.44392     -7.07343 
     0.07279      0.44430      0.44430     -7.07343 
     0.07289      0.44468      0.44468     -7.07342 
     0.07299      0.44507      0.44507     -7.07342 
     0.07309      0.44545      0.44545     -7.07342 
     0.07319      0.44583      0.44583     -7.07342 
     0.07329      0.44621      0.44621     -7.07341 
     0.07339      0.44659      0.44659     -7.07341 
     0.07349      0.44697      0.44697     -7.07341 
     0.07359      0.44735      0.44735     -7.07340 
     0.07369      0.44773      0.44773     -7.07340 
     0.07379      0.44811      0.44811     -7.07340 
     0.07389      0.44848      0.44848     -7.07340 
     0.07399      0.44886      0.44886     -7.07339 
     0.07409      0.44924      0.44924     -7.07339 
     0.07419      0.44961      0.44961     -7.07339 
     0.07429      0.44999      0.44999     -7.07338 
     0.07439      0.45037      0.45037     -7.07338 
     0.07449      0.45074      0.45074     -7.07338 
     0.07459      0.45112      0.45112     -7.07337 
     0.07469      0.45149      0.45149     -7.07337 
     0.07479      0.45186      0.45186     -7.07337 
     0.07489      0.45224      0.45224     -7.07337 
     0.07499      0.45261      0.45261     -7.07336 
     0.07509      0.45298      0.45298     -7.07336 
     0.07519      0.45335      0.45335     -7.07336 
     0.07529      0.45372      0.45372     -7.07335 
     0.07539      0.45409      0.45409     -7.07335 
     0.07549      0.45446      0.45446     -7.07335 
     0.07559      0.45483      0.45483     -7.07334 
     0.07569      0.45520      0.45520     -7.07334 
     0.07579      0.45557      0.45557     -7.07334 
     0.07589      0.45594      0.45594     -7.07334 
     0.07599      0.45631      0.45631     -7.07333 
     0.07609      0.45668      0.45668     -7.07333 
     0.07619      0.45704      0.45704     -7.07333 
     0.07629      0.45741      0.45741     -7.07332 
     0.07639      0.45778      0.45778     -7.07332 
     0.07649      0.45814      0.45814     -7.07332 
     0.07659      0.45851      0.45851     -7.07331 
     0.07669      0.45887      0.45887     -7.07331 
     0.07679      0.45924      0.45924     -7.07331 
     0.07689      0.45960      0.45960     -7.07331 
     0.07699      0.45996      0.45996     -7.07330 
     0.07709      0.46033      0.46033     -7.07330 
     0.07719      0.46069      0.46069     -7.07330 
     0.07729      0.46105      0.46105     -7.07329 
     0.07739      0.46141      0.46141     -7.07329 
     0.07749      0.46177      0.46177     -7.07329 
     0.07759      0.46213      0.46213     -7.07328 
     0.07769      0.46249      0.46249     -7.07328 
     0.07779      0.46285      0.46285     -7.07328 
     0.07789      0.46321      0.46321     -7.07327 
     0.07799      0.46357      0.46357     -7.07327 
     0.07809      0.46393      0.46393     -7.07327 
     0.07819      0.46429      0.46429     -7.07327 
     0.07829      0.46464      0.46464     -7.07326 
     0.07839      0.46500      0.46500     -7.07326 
     0.07849      0.46536      0.46536     -7.07326 
     0.07859      0.46571      0.46571     -7.07325 
     0.07869      0.46607      0.46607     -7.07325 
     0.07879      0.46642      0.46642     -7.07325 
     0.07889      0.46678      0.46678     -7.07324 
     0.07899      0.46713      0.46713     -7.07324 
     0.07909      0.46748      0.46748     -7.07324 
     0.07919      0.46784      0.46784     -7.07324 
     0.07929      0.46819      0.46819     -7.07323 
     0.07939      0.46854      0.46854     -7.07323 
     0.07949      0.46889      0.46889     -7.07323 
     0.07959      0.46925      0.46925     -7.07322 
     0.07969      0.46960      0.46960     -7.07322 
     0.07979      0.46995      0.46995     -7.07322 
     0.07989      0.47030      0.47030     -7.07321 
     0.07999      0.47065      0.47065     -7.07321 
     0.08009      0.47100      0.47100     -7.07321 
     0.08019      0.47134      0.47134     -7.07321 
     0.08029      0.47169      0.47169     -7.07320 
     0.08039      0.47204      0.47204     -7.07320 
     0.08049      0.47239      0.47239     -7.07320 
     0.08059      0.47273      0.47273     -7.07319 
     0.08069      0.47308      0.47308     -7.07319 
     0.08079      0.47343      0.47343     -7.07319 
     0.08089      0.47377      0.47377     -7.07318 
     0.08099      0.47412      0.47412     -7.07318 
     0.08109      0.47446      0.47446     -7.07318 
     0.08119      0.47481      0.47481     -7.07317 
     0.08129      0.47515      0.47515     -7.07317 
     0.08139      0.47549      0.47549     -7.07317 
     0.08149      0.47584      0.47584     -7.07317 
     0.08159      0.47618      0.47618     -7.07316 
     0.08169      0.47652      0.47652     -7.07316 
     0.08179      0.47686      0.47686     -7.07316 
     0.08189      0.47720      0.47720     -7.07315 
     0.08199      0.47754      0.47754     -7.07315 
     0.08209      0.47788      0.47788     -7.07315 
     0.08219      0.47822      0.47822     -7.07314 
     0.08229      0.47856      0.47856     -7.07314 
     0.08239      0.47890      0.47890     -7.07314 
     0.08249      0.47924      0.47924     -7.07313 
     0.08259      0.47958      0.47958     -7.07313 
     0.08269      0.47992      0.47992     -7.07313 
     0.08279      0.48025      0.48025     -7.07313 
     0.08289      0.48059      0.48059     -7.07312 
     0.08299      0.48093      0.48093     -7.07312 
     0.08309      0.48126      0.48126     -7.07312 
     0.08319      0.48160      0.48160     -7.07311 
     0.08329      0.48193      0.48193     -7.07311 
     0.08339      0.48227      0.48227     -7.07311 
     0.08349      0.48260      0.48260     -7.07310 
     0.08359      0.48294      0.48294     -7.07310 
     0.08369      0.48327      0.48327     -7.07310 
     0.08379      0.48360      0.48360     -7.07309 
     0.08389      0.48393      0.48393     -7.07309 
     0.08399      0.48427      0.48427     -7.07309 
     0.08409      0.48460      0.48460     -7.07308 
     0.08419      0.48493      0.48493     -7.07308 
     0.08429      0.48526      0.48526     -7.07308 
     0.08439      0.48559      0.48559     -7.07308 
     0.08449      0.48592      0.48592     -7.07307 
     0.08459      0.48625      0.48625     -7.07307 
     0.08469      0.48658      0.48658     -7.07307 
     0.08479      0.48691      0.48691     -7.07306 
